Symbol;Name;Country;IPO Year;Sector;Industry
GNCA;Genocea Biosciences Inc. Common Stock;United States;2014;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
GNE;Genie Energy Ltd. Class B Common Stock Stock;United States;2011;Public Utilities;Power Generation
GNE.PRA;Genie Energy Ltd.;;;;
GNFT;GENFIT S.A. American Depositary Shares;France;2019;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
GNK;Genco Shipping & Trading Limited Ordinary Shares New (Marshall Islands);United States;;Transportation;Marine Transportation
GNL;Global Net Lease Inc. Common Stock;United States;2015;Consumer Services;Real Estate Investment Trusts
GNL.PRA;Global Net Lease Inc.;;;;
GNL.PRB;Global Net Lease Inc.;;;;
GNLN;Greenlane Holdings Inc. Class A Common Stock;United States;2019;Capital Goods;Recreational Products/Toys
GNMK;GenMark Diagnostics Inc. Common Stock;United States;2010;Health Care;Medical/Dental Instruments
GNOG;Golden Nugget Online Gaming Inc. Class A Common Stock;United States;2019;Technology;Computer Software: Prepackaged Software
GNOGW;Golden Nugget Online Gaming Inc. Warrant;United States;2019;Technology;Computer Software: Prepackaged Software
GNPK;Genesis Park Acquisition Corp. Class A Ordinary Shares;United States;2021;Finance;Business Services
GNPK.U;Genesis Park Acquisition Corp. Units each consisting of one Class A ordinary share and one-half of one redeemable warrant;United States;2020;;
GNPK.WS;Genesis Park Acquisition Corp. Redeemable Warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50 per share;United States;;;
GNPX;Genprex Inc. Common Stock;United States;2018;Health Care;Major Pharmaceuticals
GNRC;Generac Holdlings Inc. Common Stock;United States;2010;Consumer Durables;Metal Fabrications
GNRS;Greenrose Acquisition Corp. Common Stock;United States;2020;Finance;Business Services
GNRSU;Greenrose Acquisition Corp. Unit;United States;2020;Finance;Business Services
GNRSW;Greenrose Acquisition Corp. Warrant;United States;2020;Finance;Business Services
GNSS;Genasys Inc. Common Stock;United States;;Consumer Non-Durables;Consumer Electronics/Appliances
GNT;GAMCO Natural Resources Gold & Income Trust;United States;2011;;
GNT.PRA;GAMCO Natural Resources Gold & Income Tust ;;;;
GNTX;Gentex Corporation Common Stock;United States;;Capital Goods;Auto Parts:O.E.M.
GNTY;Guaranty Bancshares Inc. Common Stock;United States;2017;Finance;Major Banks
GNUS;Genius Brands International Inc. Common Stock;United States;;Consumer Services;Movies/Entertainment
GNW;Genworth Financial Inc Common Stock;United States;2004;Finance;Life Insurance
GO;Grocery Outlet Holding Corp. Common Stock;United States;2019;Consumer Services;Food Chains
GOAC;GO Acquisition Corp. Class A Common Stock;;2020;Finance;Business Services
GOAC.U;GO Acquisition Corp. Units each consisting of one share of Class A Common Stock and one-third of one Warrant;;2020;;
GOAC.WS;GO Acquisition Corp. Warrants each whole warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50;;;;
GOCO;GoHealth Inc. Class A Common Stock;United States;2020;Finance;Specialty Insurers
GOED;1847 Goedeker Inc. Commom Stock;United States;2020;Consumer Services;Home Furnishings
GOEV;Canoo Inc. Class A Common Stock;United States;2019;Capital Goods;Auto Parts:O.E.M.
GOEVW;Canoo Inc. Warrant;United States;2019;Capital Goods;Auto Parts:O.E.M.
GOF;Guggenheim Strategic Opportunities Fund Common Shares of Beneficial Interest;United States;;;
GOGL;Golden Ocean Group Limited Common Stock;Bermuda;;Consumer Services;Marine Transportation
GOGO;Gogo Inc. Common Stock;United States;2013;Consumer Services;Telecommunications Equipment
GOL;Gol Linhas Aereas Inteligentes S.A. Sponsored ADR representing 2 Pfd Shares;Brazil;2004;Transportation;Air Freight/Delivery Services
GOLD;Barrick Gold Corporation Common Stock (BC);Canada;;Basic Industries;Precious Metals
GOLF;Acushnet Holdings Corp. Common Stock;United States;2016;Consumer Non-Durables;Recreational Products/Toys
GOOD;Gladstone Commercial Corporation Real Estate Investment Trust;United States;2003;Consumer Services;Real Estate
GOODM;Gladstone Commercial Corporation Series D Cumulative Redeemable Preferred Stock;United States;;Consumer Services;Real Estate
GOODN;Gladstone Commercial Corporation 6.625% Series E Cumulative Redeemable Preferred Stock;United States;;Consumer Services;Real Estate
GOOG;Alphabet Inc. Class C Capital Stock;United States;2004;Technology;Computer Software: Programming Data Processing
GOOGL;Alphabet Inc. Class A Common Stock;United States;;Technology;Computer Software: Programming Data Processing
GOOS;Canada Goose Holdings Inc. Subordinate Voting Shares;;2017;Consumer Non-Durables;Apparel
GORO;Gold Resource Corporation Common Stock;United States;;Basic Industries;Precious Metals
GOSS;Gossamer Bio Inc. Common Stock;United States;2019;Health Care;Major Pharmaceuticals
GOVX;GeoVax Labs Inc. Common Stock;United States;;Health Care;Major Pharmaceuticals
GOVXW;GeoVax Labs Inc. Warrants;United States;;Health Care;Major Pharmaceuticals
GOVZ;iShares 25  Year Treasury STRIPS Bond ETF;United States;2020;;
GP;GreenPower Motor Company Inc. Common Shares;Canada;;Capital Goods;Construction/Ag Equipment/Trucks
GPACU;Global Partner Acquisition Corp II Unit;United States;2021;Finance;Business Services
GPC;Genuine Parts Company Common Stock;United States;;Capital Goods;Automotive Aftermarket
GPI;Group 1 Automotive Inc. Common Stock;United States;1997;Consumer Durables;Automotive Aftermarket
GPJA;Georgia Power Company Series 2017A 5.00% Junior Subordinated Notes due October 1 2077;United States;2017;Public Utilities;Electric Utilities: Central
GPK;Graphic Packaging Holding Company;United States;;Consumer Durables;Containers/Packaging
GPL;Great Panther Mining Limited Ordinary Shares (Canada);Canada;;Basic Industries;Precious Metals
GPM;Guggenheim Enhanced Equity Income Fund;;;;
GPMT;Granite Point Mortgage Trust Inc. Common Stock;;2017;Consumer Services;Real Estate Investment Trusts
GPN;Global Payments Inc. Common Stock;United States;;Miscellaneous;Business Services
GPP;Green Plains Partners LP Common Units;United States;2015;Basic Industries;Major Chemicals
GPRE;Green Plains Inc. Common Stock;United States;;Basic Industries;Major Chemicals
GPRK;Geopark Ltd Common Shares;Bermuda;2014;Energy;Oil & Gas Production
GPRO;GoPro Inc. Class A Common Stock;United States;2014;Miscellaneous;Industrial Machinery/Components
GPS;Gap Inc. (The) Common Stock;United States;;Consumer Services;Clothing/Shoe/Accessory Stores
GPX;GP Strategies Corporation Common Stock;United States;;Consumer Services;Other Consumer Services
GRA;W.R. Grace & Co. Common Stock;United States;;Basic Industries;Major Chemicals
GRAY;Graybug Vision Inc. Common Stock;United States;2020;Health Care;Major Pharmaceuticals
GRBK;Green Brick Partners Inc. Common Stock;United States;;Capital Goods;Homebuilding
GRC;Gorman-Rupp Company (The) Common Stock;United States;;Capital Goods;Fluid Controls
GRCL;Gracell Biotechnologies Inc. American Depositary Shares;China;2021;Health Care;Major Pharmaceuticals
GRCY;Greencity Acquisition Corporation Ordinary Shares;China;2020;Finance;Business Services
GRCYU;Greencity Acquisition Corporation Unit;China;2020;Finance;Business Services
GRCYW;Greencity Acquisition Corporation Warrants;China;2020;Finance;Business Services
GRF;Eagle Capital Growth Fund Inc. Common Stock;United States;;;
GRFS;Grifols S.A. American Depositary Shares;Spain;;Health Care;Major Pharmaceuticals
GRIL;Muscle Maker Inc Common Stock;United States;2020;Consumer Services;Restaurants
GRIN;Grindrod Shipping Holdings Ltd. Ordinary Shares;Singapore;;Transportation;Marine Transportation
GRMN;Garmin Ltd. Common Stock (Switzerland);Switzerland;2000;Capital Goods;Industrial Machinery/Components
GRNQ;Greenpro Capital Corp. Common Stock;China;;Technology;EDP Services
GRNV;GreenVision Acquisition Corp Common stock;United States;2019;Health Care;Misc Health and Biotechnology Services
GRNVR;GreenVision Acquisition Corp Rights;United States;2019;Health Care;Misc Health and Biotechnology Services
GRNVU;GreenVision Acquisition Corp Unit ;United States;2019;Health Care;Misc Health and Biotechnology Services
GRNVW;GreenVision Acquisition Corp Warrant;United States;2019;Health Care;Misc Health and Biotechnology Services
GROW;U.S. Global Investors Inc. Class A Common Stock;United States;;Finance;Investment Managers
GRP.U;Granite Real Estate Inc. Stapled Units each consisting of one unit of Granite Real Estate Trust and one common share of Granite REIT Inc.;Canada;;;
GRPN;Groupon Inc. Common Stock;United States;2011;Technology;Advertising
GRSV;Gores Holdings V Inc. Common stock;United States;2020;Finance;Business Services
GRSVU;Gores Holdings V Inc. Unit;United States;2020;Finance;Business Services
GRSVW;Gores Holdings V Inc. Warrant;United States;2020;Finance;Business Services
GRTS;Gritstone Oncology Inc. Common Stock;United States;2018;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
GRTX;Galera Therapeutics Inc. Common Stock;United States;2019;Health Care;Major Pharmaceuticals
GRUB;GrubHub Inc. Common Stock;;2014;Miscellaneous;Business Services
GRVY;GRAVITY Co. Ltd. American Depository Shares;South Korea;2005;Miscellaneous;Business Services
GRWG;GrowGeneration Corp. Common Stock;United States;;Consumer Services;RETAIL: Building Materials
GRX;The Gabelli Healthcare & Wellness Trust Common Shares of Beneficial Interest;United States;;;
GS;Goldman Sachs Group Inc. (The) Common Stock;United States;1999;Finance;Investment Bankers/Brokers/Service
GS.PRA;Goldman Sachs Group Inc. (The);;;;
GS.PRC;Goldman Sachs Group Inc. (The);;;;
GS.PRD;Goldman Sachs Group Inc. (The);;;;
GS.PRJ;Goldman Sachs Group Inc. (The);;;;
GS.PRK;Goldman Sachs Group Inc. (The);;;;
GS.PRN;Goldman Sachs Group Inc. (The);;;;
GSAH;GS Acquisition Holdings Corp II Class A Common Stock;United States;2020;Finance;Business Services
GSAH.U;GS Acquisition Holdings Corp II Units each consisting of one share of Class A Common Stock and one-quarter of one redeemable Warrant;United States;2020;;
GSAH.WS;GS Acquisition Holdings Corp II Redeemable Warrants each whole warrant exercisable for one share of Class A common stock at an exercise price of $11.50;United States;;;
GSAQU;Global Synergy Acquisition Corp. Units;United States;2021;Finance;Business Services
GSAT;Globalstar Inc. Common Stock;United States;2006;Consumer Services;Telecommunications Equipment
GSBC;Great Southern Bancorp Inc. Common Stock;United States;1989;Finance;Major Banks
GSBD;Goldman Sachs BDC Inc. Common Stock;United States;2015;;
GSEE;Goldman Sachs MarketBeta Emerging Markets Equity ETF;;2020;;
GSHD;Goosehead Insurance Inc. Class A Common Stock;United States;2018;Finance;Specialty Insurers
GSID;Goldman Sachs MarketBeta International Equity ETF;;2020;;
GSIT;GSI Technology Common Stock;United States;2007;Technology;Semiconductors
GSK;GlaxoSmithKline PLC Common Stock;United Kingdom;;Health Care;Major Pharmaceuticals
GSKY;GreenSky Inc. Class A Common Stock;United States;2018;Miscellaneous;Business Services
GSL;Global Ship Lease Inc New Class A Common Shares;United Kingdom;;Transportation;Marine Transportation
GSL.PRB;Global Ship Lease Inc.;;;;
GSLD;Global Ship Lease Inc. 8.00% Senior Notes due 2024;United Kingdom;2019;Transportation;Marine Transportation
GSM;Ferroglobe PLC Ordinary Shares;United Kingdom;;Basic Industries;Precious Metals
GSMG;Glory Star New Media Group Holdings Limited Ordinary Share;China;2018;Technology;EDP Services
GSMGW;Glory Star New Media Group Holdings Limited Warrant expiring 2/13/2025;China;2018;Technology;EDP Services
GSS;Golden Star Resources Ltd Common Stock;United States;;Basic Industries;Precious Metals
GSUM;Gridsum Holding Inc. American Depositary Shares;China;2016;Technology;Computer Software: Prepackaged Software
GSUS;Goldman Sachs MarketBeta U.S. Equity ETF;;2020;;
GSV;Gold Standard Ventures Corporation Common Stock (Canada);Canada;;Basic Industries;Mining & Quarrying of Nonmetallic Minerals (No Fuels)
GSX;GSX Techedu Inc. American Depositary Shares three of which representing two Class A Ordinary Shares;;2019;Consumer Services;Other Consumer Services
GT;The Goodyear Tire & Rubber Company Common Stock;United States;;Consumer Durables;Automotive Aftermarket
GTE;Gran Tierra Energy Inc. Common Stock;Canada;;Energy;Oil & Gas Production
GTEC;Greenland Technologies Holding Corporation Ordinary Shares;China;2018;Technology;Industrial Machinery/Components
GTES;Gates Industrial Corporation plc Ordinary Shares;;2018;Technology;Industrial Machinery/Components
GTH;Genetron Holdings Limited ADS;China;2020;Health Care;Medical Specialities
GTHX;G1 Therapeutics Inc. Common Stock;United States;2017;Health Care;Major Pharmaceuticals
GTIM;Good Times Restaurants Inc. Common Stock;United States;;Consumer Services;Restaurants
GTIP;Goldman Sachs Access Inflation Protected USD Bond ETF;;2018;;
GTLS;Chart Industries Inc. Common Stock;United States;2006;Capital Goods;Metal Fabrications
GTN;Gray Television Inc. Common Stock;United States;;Consumer Services;Broadcasting
GTN.A;Gray Television Inc. CLass A Common Stock;;;;
GTS;Triple-S Management Corporation Class B Common Stock;United States;2007;Finance;Accident &Health Insurance
GTT;GTT Communications Inc. Common Stock;United States;;Public Utilities;Telecommunications Equipment
GTY;Getty Realty Corporation Common Stock;United States;;Finance;Real Estate
GTYH;GTY Technology Holdings Inc. Common Stock;United States;2016;Technology;EDP Services
GURE;Gulf Resources Inc. (NV) Common Stock;China;;Basic Industries;Major Chemicals
GUT;Gabelli Utility Trust (The) Common Stock;United States;;;
GUT.PRA;Gabelli Utility Trust (The);;;;
GUT.PRC;Gabelli Utility Trust (The);;;;
GVA;Granite Construction Incorporated Common Stock;United States;;Basic Industries;Military/Government/Technical
GVP;GSE Systems Inc. Common Stock;United States;;Technology;Computer Software: Prepackaged Software
GWAC;Good Works Acquisition Corp. Common Stock;United States;2020;Finance;Business Services
GWACW;Good Works Acquisition Corp. Warrant;United States;2020;Finance;Business Services
GWB;Great Western Bancorp Inc. Common Stock;United States;2014;Finance;Major Banks
GWGH;GWG Holdings Inc Common Stock;United States;2014;Finance;Life Insurance
GWPH;GW Pharmaceuticals Plc American Depositary Shares;United Kingdom;2013;Health Care;Major Pharmaceuticals
GWRE;Guidewire Software Inc. Common Stock;United States;2012;Technology;Computer Software: Prepackaged Software
GWRS;Global Water Resources Inc. Common Stock;United States;2016;Public Utilities;Water Supply
GWW;W.W. Grainger Inc. Common Stock;United States;;Consumer Services;Office Equipment/Supplies/Services
GXGX;GX Acquisiton Corp. Class A Common Stock;United States;2019;Finance;Business Services
GXGXU;GX Acquisiton Corp. Unit;United States;2019;Finance;Business Services
GXGXW;GX Acquisiton Corp. Warrant;United States;2019;Finance;Business Services
GYC;Corporate Asset Backed Corp CABCO Corporate Asset Backed Corporation CABCO Series 2004-102 Trust (SBC Communications Inc.) Collared Floating Rate Cllable Certificates;United States;;Finance;Finance: Consumer Services
GYRO;Gyrodyne LLC Common Stock;United States;;Consumer Services;Building operators
H;Hyatt Hotels Corporation Class A Common Stock;United States;2009;Consumer Services;Hotels/Resorts
HA;Hawaiian Holdings Inc. Common Stock;United States;;Transportation;Air Freight/Delivery Services
HAAC;Health Assurance Acquisition Corp. Class A Common Stock;United States;2021;Finance;Business Services
HAACU;Health Assurance Acquisition Corp. SAIL Securities;United States;2020;Finance;Business Services
HAACW;Health Assurance Acquisition Corp. Warrants;United States;2021;Finance;Business Services
HAE;Haemonetics Corporation Common Stock;United States;1991;Health Care;Medical/Dental Instruments
HAFC;Hanmi Financial Corporation Common Stock;United States;;Finance;Major Banks
HAIN;Hain Celestial Group Inc. (The) Common Stock;United States;;Consumer Non-Durables;Packaged Foods
HAL;Halliburton Company Common Stock;United States;;Energy;Oilfield Services/Equipment
HALL;Hallmark Financial Services Inc. Common Stock;United States;;Finance;Property-Casualty Insurers
HALO;Halozyme Therapeutics Inc. Common Stock;United States;;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
HAPP;Happiness Biotech Group Limited Ordinary Shares;China;2019;Consumer Durables;Specialty Chemicals
HARP;Harpoon Therapeutics Inc. Common Stock;United States;2019;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
HAS;Hasbro Inc. Common Stock;United States;;Consumer Non-Durables;Recreational Products/Toys
HASI;Hannon Armstrong Sustainable Infrastructure Capital Inc. Common Stock;United States;2013;Consumer Services;Real Estate Investment Trusts
HAYN;Haynes International Inc. Common Stock;United States;2007;Capital Goods;Steel/Iron Ore
HBAN;Huntington Bancshares Incorporated Common Stock;United States;;Finance;Major Banks
HBANN;Huntington Bancshares Incorporated Depositary Shares each representing a 1/40th interest in a share of 5.875% Series C Non-Cumulative Perpetual Preferred Stock;United States;;Finance;Major Banks
HBANO;Huntington Bancshares Incorporated Depositary Shares;United States;;Finance;Major Banks
HBB;Hamilton Beach Brands Holding Company Class A Common Stock ;;2017;Consumer Durables;Home Furnishings
HBCP;Home Bancorp Inc. Common Stock;United States;;Finance;Banks
HBI;Hanesbrands Inc. Common Stock;United States;;Consumer Services;Clothing/Shoe/Accessory Stores
HBIO;Harvard Bioscience Inc. Common Stock;United States;2000;Capital Goods;Biotechnology: Laboratory Analytical Instruments
HBM;Hudbay Minerals Inc. Ordinary Shares (Canada);Canada;;Basic Industries;Precious Metals
HBMD;Howard Bancorp Inc. Common Stock;United States;;Finance;Major Banks
HBNC;Horizon Bancorp Inc. Common Stock;United States;;Finance;Major Banks
HBP;Huttig Building Products Inc. Common Stock;United States;;Consumer Services;RETAIL: Building Materials
HBT;HBT Financial Inc. Common Stock;United States;2019;Finance;Major Banks
HCA;HCA Healthcare Inc. Common Stock;United States;2011;Health Care;Hospital/Nursing Management
HCAP;Harvest Capital Credit Corporation Common Stock;United States;;;
HCAPZ;Harvest Capital Credit Corporation 6.125% Notes due 2022;United States;;;
HCAQ;HealthCor Catalio Acquisition Corp. Class A Ordinary Shares;United States;2021;;
HCAR;Healthcare Services Acquisition Corporation Class A Common Stock;United States;2021;Finance;Business Services
HCARU;Healthcare Services Acquisition Corporation Unit;United States;2020;Finance;Business Services
HCARW;Healthcare Services Acquisition Corporation Warrant;United States;2021;Finance;Business Services
HCAT;Health Catalyst Inc Common Stock;United States;2019;Technology;Computer Software: Programming Data Processing
HCC;Warrior Met Coal Inc. Common Stock;United States;2017;Energy;Coal Mining
HCCCU;Healthcare Capital Corp. Unit;United States;2021;Finance;Business Services
HCCI;Heritage-Crystal Clean Inc. Common Stock;United States;2008;Basic Industries;Miscellaneous
HCDI;Harbor Custom Development Inc. Common Stock;United States;2020;Capital Goods;Homebuilding
HCHC;HC2 Holdings Inc. Common Stock;United States;;Capital Goods;Metal Fabrications
HCI;HCI Group Inc. Common Stock;United States;;Finance;Property-Casualty Insurers
HCICU;Hennessy Capital Investment Corp. V Units ;United States;2021;Finance;Business Services
HCIIU;Hudson Executive Investment Corp. II Unit;United States;2021;Finance;Business Services
HCKT;Hackett Group Inc (The). Common Stock;United States;;Consumer Services;Professional Services
HCM;Hutchison China MediTech Limited American Depositary Shares;Hong Kong;2016;Health Care;Major Pharmaceuticals
HCSG;Healthcare Services Group Inc. Common Stock;United States;1983;Health Care;Hospital/Nursing Management
HCXY;Hercules Capital Inc. 6.25% Notes due 2033;United States;2018;;
HCXZ;Hercules Capital Inc. 5.25% Notes due 2025;United States;2018;;
HD;Home Depot Inc. (The) Common Stock;United States;;Consumer Services;RETAIL: Building Materials
HDB;HDFC Bank Limited Common Stock;India;2001;Finance;Commercial Banks
HDSN;Hudson Technologies Inc. Common Stock;United States;;Consumer Durables;Industrial Specialties
HE;Hawaiian Electric Industries Inc. Common Stock;United States;;Public Utilities;Electric Utilities: Central
HEAR;Turtle Beach Corporation Common Stock;United States;;Capital Goods;Telecommunications Equipment
HEC;Hudson Executive Investment Corp. Class A Common Stock;United States;2020;Finance;Business Services
HECCU;Hudson Executive Investment Corp. Units;United States;2020;Finance;Business Services
HECCW;Hudson Executive Investment Corp. Warrant;United States;2020;Finance;Business Services
HEES;H&E Equipment Services Inc. Common Stock;United States;2006;;
HEGD;Swan Hedged Equity US Large Cap ETF;United States;2020;;
HEI;Heico Corporation Common Stock;United States;;Capital Goods;Aerospace
HEI/A;Heico Corporation;United States;;;
HELE;Helen of Troy Limited Common Stock;Bermuda;;Consumer Durables;Home Furnishings
HELX;Franklin Genomic Advancements ETF;;2020;;
HEP;Holly Energy Partners L.P. Common Stock;United States;2004;Energy;Natural Gas Distribution
HEPA;Hepion Pharmaceuticals Inc. Common Stock;United States;;Health Care;Major Pharmaceuticals
HEQ;John Hancock Hedged Equity & Income Fund Common Shares of Beneficial Interest;United States;2011;;
HES;Hess Corporation Common Stock;United States;;Energy;Integrated oil Companies
HESM;Hess Midstream LP Class A Share;United States;2017;Energy;Oil & Gas Production
HEXO;HEXO Corp. Common Shares;;;Consumer Durables;Specialty Chemicals
HFBL;Home Federal Bancorp Inc. of Louisiana Common StocK;United States;;Finance;Savings Institutions
HFC;HollyFrontier Corporation Common Stock;United States;;Energy;Integrated oil Companies
HFEN;HF Enterprises Inc. Common Stock;United States;2020;Finance;Real Estate
HFFG;HF Foods Group Inc. Common Stock;United States;2017;Consumer Non-Durables;Food Distributors
HFRO;Highland Income Fund;;2017;;
HFRO.PRA;Highland Income Fund;;;;
HFWA;Heritage Financial Corporation Common Stock;United States;;Finance;Banks
HGBL;Heritage Global Inc. Common Stock;United States;;Miscellaneous;Business Services
HGEN;Humanigen Inc. Common Stock;United States;;Health Care;Major Pharmaceuticals
HGH;Hartford Financial Services Group Inc. (The) 7.875% Fixed to Floating Rate Junior Subordinated Debentures due 2042;United States;;Finance;Property-Casualty Insurers
HGLB;Highland Global Allocation Fund Common Stock;;2019;;
HGSH;China HGS Real Estate Inc. Common Stock;China;;Finance;Real Estate
HGV;Hilton Grand Vacations Inc. Common Stock ;;2016;Consumer Services;Hotels/Resorts
HHC;Howard Hughes Corporation (The) Common Stock;United States;;Consumer Services;Real Estate Investment Trusts
HHR;HeadHunter Group PLC American Depositary Shares;Cyprus;2019;Technology;Professional Services
HI;Hillenbrand Inc Common Stock;United States;;Consumer Durables;Miscellaneous manufacturing industries
HIBB;Hibbett Sports Inc. Common Stock;United States;1996;Consumer Services;Other Specialty Stores
HIE;Miller/Howard High Income Equity Fund Common Shares of Beneficial Interest;United States;2014;;
HIFS;Hingham Institution for Savings Common Stock;United States;;;
HIG;Hartford Financial Services Group Inc. (The) Common Stock;United States;;Finance;Property-Casualty Insurers
HIG.PRG;Hartford Financial Services Group Inc. (The);;;;
HIGA;H.I.G. Acquisition Corp. Class A Ordinary Shares;United States;2020;Finance;Business Services
HIGA.U;H.I.G. Acquisition Corp. Units each consisting of one Class A ordinary share $0.0001 par value and one-third of one redeemable warrant;United States;2020;;
HIGA.WS;H.I.G. Acquisition Corp. Warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50;United States;;;
HIHO;Highway Holdings Limited Common Stock;Hong Kong;;Capital Goods;Metal Fabrications
HII;Huntington Ingalls Industries Inc. Common Stock;United States;;Capital Goods;Marine Transportation
HIL;Hill International Inc. Common Stock;United States;2018;Consumer Services;Military/Government/Technical
HIMS;Hims & Hers Health Inc. Class A Common Stock;;2019;Health Care;Medical/Nursing Services
HIMS.WS;Hims & Hers Health Inc.. Warrants;;;;
HIMX;Himax Technologies Inc. American Depositary Shares;Taiwan;2006;Technology;Semiconductors
HIO;Western Asset High Income Opportunity Fund Inc. Common Stock;United States;;;
HIW;Highwoods Properties Inc. Common Stock;United States;1994;Consumer Services;Real Estate Investment Trusts
HIX;Western Asset High Income Fund II Inc. Common Stock;United States;1998;;
HJLI;Hancock Jaffe Laboratories Inc. Common Stock;United States;2018;Health Care;Medical/Dental Instruments
HJLIW;Hancock Jaffe Laboratories Inc. Warrants;United States;2018;Health Care;Medical/Dental Instruments
HKIB;AMTD International Inc. American Depositary Shares each representing one Class A Ordinary Share;;2019;Finance;Finance: Consumer Services
HL;Hecla Mining Company Common Stock;United States;;Basic Industries;Mining & Quarrying of Nonmetallic Minerals (No Fuels)
HL.PRB;Hecla Mining Company;;;;
HLAHU;Hamilton Lane Alliance Holdings I Inc. Unit;United States;2021;Finance;Business Services
HLF;Herbalife Nutrition Ltd. Common Stock;Cayman Islands;2004;Health Care;Other Pharmaceuticals
HLG;Hailiang Education Group Inc. American Depositary Shares;China;2015;Consumer Services;Other Consumer Services
HLI;Houlihan Lokey Inc. Class A Common Stock;United States;2015;Finance;Investment Managers
HLIO;Helios Technologies Inc. Common Stock;United States;;Capital Goods;Metal Fabrications
HLIT;Harmonic Inc. Common Stock;United States;1995;Technology;Radio And Television Broadcasting And Communications Equipment
HLM.PR;Hillman Group Capital Trust;;;;
HLNE;Hamilton Lane Incorporated Class A Common Stock;United States;2017;Finance;Investment Managers
HLT;Hilton Worldwide Holdings Inc. Common Stock ;;2016;Consumer Services;Hotels/Resorts
HLX;Helix Energy Solutions Group Inc. Common Stock;United States;;Energy;Oilfield Services/Equipment
HLXA;Helix Acquisition Corp. Class A Ordinary Shares;United States;2020;Finance;Business Services
HMC;Honda Motor Company Ltd. Common Stock;Japan;;Capital Goods;Auto Manufacturing
HMCO;HumanCo Acquisition Corp. Class A Common Stock;United States;2021;;
HMCOU;HumanCo Acquisition Corp. Unit;United States;2020;Finance;Business Services
HMCOW;HumanCo Acquisition Corp. Warrant;United States;2021;;
HMG;HMG/Courtland Properties Inc. Common Stock;United States;;Consumer Services;Real Estate Investment Trusts
HMHC;Houghton Mifflin Harcourt Company Common Stock;United States;2013;Consumer Services;Books
HMI;Huami Corporation American Depositary Shares each representing four Class A Ordinary Shares;China;2018;Technology;Computer Manufacturing
HMLP;Hoegh LNG Partners LP Common Units representing Limited Partner Interests;Bermuda;2014;Consumer Services;Marine Transportation
HMLP.PRA;Hoegh LNG Partners LP;;;;
HMN;Horace Mann Educators Corporation Common Stock;United States;1991;Finance;Property-Casualty Insurers
HMNF;HMN Financial Inc. Common Stock;United States;;Finance;Savings Institutions
HMPT;Home Point Capital Inc Common Stock;United States;;;
HMST;HomeStreet Inc. Common Stock;United States;2012;Finance;Major Banks
HMSY;HMS Holdings Corp (DE);United States;1992;Miscellaneous;Business Services
HMTV;Hemisphere Media Group Inc. Class A Common Stock;United States;;Consumer Services;Television Services
HMY;Harmony Gold Mining Company Limited;South Africa;;Basic Industries;Precious Metals
HNGR;Hanger Inc. Common Stock;United States;2018;Health Care;Medical Specialities
HNI;HNI Corporation Common Stock;United States;;Consumer Durables;Office Equipment/Supplies/Services
HNNA;Hennessy Advisors Inc. Common Stock;United States;;Finance;Investment Managers
HNP;Huaneng Power Intl Common Stock;China;1994;Public Utilities;Electric Utilities: Central
HNRG;Hallador Energy Company Common Stock;United States;;Energy;Coal Mining
HNW;Pioneer Diversified High Income Trust Pioneer Diversified High Income Trust Common Shares of Beneficial Interest;United States;2007;;
HOFT;Hooker Furniture Corporation Common Stock;United States;;Consumer Durables;Home Furnishings
HOFV;Hall of Fame Resort & Entertainment Company Common Stock;United States;;Consumer Services;Services-Misc. Amusement & Recreation
HOFVW;"Hall of Fame Resort &amp; Entertainment Company Warrant";United States;;Consumer Services;Services-Misc. Amusement & Recreation
HOG;Harley-Davidson Inc. Common Stock;United States;;Consumer Non-Durables;Motor Vehicles
HOL;Holicity Inc. Class A Common Stock;United States;2020;Finance;Business Services
HOLI;Hollysys Automation Technologies Ltd. Common Shares (British Virgin Islands);China;;Energy;Industrial Machinery/Components
HOLUU;Holicity Inc. Unit;United States;2020;Finance;Business Services
HOLUW;Holicity Inc. Warrant;United States;2020;Finance;Business Services
HOLX;Hologic Inc. Common Stock;United States;1990;Health Care;Medical Electronics
HOMB;Home BancShares Inc. Common Stock;United States;2006;Finance;Major Banks
HOME;At Home Group Inc. Common Stock;United States;2016;Consumer Services;Home Furnishings
HON;Honeywell International Inc. Common Stock;United States;;Capital Goods;Aerospace
HONE;HarborOne Bancorp Inc. Common Stock;United States;2016;Finance;Major Banks
HOOK;HOOKIPA Pharma Inc. Common Stock;United States;2019;Health Care;Major Pharmaceuticals
HOPE;Hope Bancorp Inc. Common Stock;United States;;Finance;Major Banks
HOTH;Hoth Therapeutics Inc. Common Stock;United States;2019;Health Care;Major Pharmaceuticals
HOV;Hovnanian Enterprises Inc. Class A Common Stock;United States;;Capital Goods;Homebuilding
